source_name	source_dtype	source_shape	transformation	destination_name	destination_dtype	destination_shape	component	role
vae.encoder.down_blocks.8.res_blocks.0.conv2.conv.weight	BF16	[512,512,3,3,3]	identity_bytes	component.vae.encoder.down_blocks.8.res_blocks.0.conv2.conv.weight	BF16	[512,512,3,3,3]	vae.decoder	weight
vae.encoder.down_blocks.8.res_blocks.1.conv1.conv.bias	BF16	[512]	identity_bytes	component.vae.encoder.down_blocks.8.res_blocks.1.conv1.conv.bias	BF16	[512]	vae.decoder	weight
vae.encoder.down_blocks.8.res_blocks.1.conv1.conv.weight	BF16	[512,512,3,3,3]	identity_bytes	component.vae.encoder.down_blocks.8.res_blocks.1.conv1.conv.weight	BF16	[512,512,3,3,3]	vae.decoder	weight
vae.encoder.down_blocks.8.res_blocks.1.conv2.conv.bias	BF16	[512]	identity_bytes	component.vae.encoder.down_blocks.8.res_blocks.1.conv2.conv.bias	BF16	[512]	vae.decoder	weight
vae.encoder.down_blocks.8.res_blocks.1.conv2.conv.weight	BF16	[512,512,3,3,3]	identity_bytes	component.vae.encoder.down_blocks.8.res_blocks.1.conv2.conv.weight	BF16	[512,512,3,3,3]	vae.decoder	weight
vae.encoder.down_blocks.8.res_blocks.2.conv1.conv.bias	BF16	[512]	identity_bytes	component.vae.encoder.down_blocks.8.res_blocks.2.conv1.conv.bias	BF16	[512]	vae.decoder	weight
vae.encoder.down_blocks.8.res_blocks.2.conv1.conv.weight	BF16	[512,512,3,3,3]	identity_bytes	component.vae.encoder.down_blocks.8.res_blocks.2.conv1.conv.weight	BF16	[512,512,3,3,3]	vae.decoder	weight
vae.encoder.down_blocks.8.res_blocks.2.conv2.conv.bias	BF16	[512]	identity_bytes	component.vae.encoder.down_blocks.8.res_blocks.2.conv2.conv.bias	BF16	[512]	vae.decoder	weight
vae.encoder.down_blocks.8.res_blocks.2.conv2.conv.weight	BF16	[512,512,3,3,3]	identity_bytes	component.vae.encoder.down_blocks.8.res_blocks.2.conv2.conv.weight	BF16	[512,512,3,3,3]	vae.decoder	weight
vae.encoder.down_blocks.9.res_blocks.0.conv1.conv.bias	BF16	[512]	identity_bytes	component.vae.encoder.down_blocks.9.res_blocks.0.conv1.conv.bias	BF16	[512]	vae.decoder	weight
vae.encoder.down_blocks.9.res_blocks.0.conv1.conv.weight	BF16	[512,512,3,3,3]	identity_bytes	component.vae.encoder.down_blocks.9.res_blocks.0.conv1.conv.weight	BF16	[512,512,3,3,3]	vae.decoder	weight
vae.encoder.down_blocks.9.res_blocks.0.conv2.conv.bias	BF16	[512]	identity_bytes	component.vae.encoder.down_blocks.9.res_blocks.0.conv2.conv.bias	BF16	[512]	vae.decoder	weight
vae.encoder.down_blocks.9.res_blocks.0.conv2.conv.weight	BF16	[512,512,3,3,3]	identity_bytes	component.vae.encoder.down_blocks.9.res_blocks.0.conv2.conv.weight	BF16	[512,512,3,3,3]	vae.decoder	weight
vae.encoder.down_blocks.9.res_blocks.1.conv1.conv.bias	BF16	[512]	identity_bytes	component.vae.encoder.down_blocks.9.res_blocks.1.conv1.conv.bias	BF16	[512]	vae.decoder	weight
vae.encoder.down_blocks.9.res_blocks.1.conv1.conv.weight	BF16	[512,512,3,3,3]	identity_bytes	component.vae.encoder.down_blocks.9.res_blocks.1.conv1.conv.weight	BF16	[512,512,3,3,3]	vae.decoder	weight
vae.encoder.down_blocks.9.res_blocks.1.conv2.conv.bias	BF16	[512]	identity_bytes	component.vae.encoder.down_blocks.9.res_blocks.1.conv2.conv.bias	BF16	[512]	vae.decoder	weight
vae.encoder.down_blocks.9.res_blocks.1.conv2.conv.weight	BF16	[512,512,3,3,3]	identity_bytes	component.vae.encoder.down_blocks.9.res_blocks.1.conv2.conv.weight	BF16	[512,512,3,3,3]	vae.decoder	weight
vae.encoder.down_blocks.9.res_blocks.2.conv1.conv.bias	BF16	[512]	identity_bytes	component.vae.encoder.down_blocks.9.res_blocks.2.conv1.conv.bias	BF16	[512]	vae.decoder	weight
vae.encoder.down_blocks.9.res_blocks.2.conv1.conv.weight	BF16	[512,512,3,3,3]	identity_bytes	component.vae.encoder.down_blocks.9.res_blocks.2.conv1.conv.weight	BF16	[512,512,3,3,3]	vae.decoder	weight
vae.encoder.down_blocks.9.res_blocks.2.conv2.conv.bias	BF16	[512]	identity_bytes	component.vae.encoder.down_blocks.9.res_blocks.2.conv2.conv.bias	BF16	[512]	vae.decoder	weight
vae.encoder.down_blocks.9.res_blocks.2.conv2.conv.weight	BF16	[512,512,3,3,3]	identity_bytes	component.vae.encoder.down_blocks.9.res_blocks.2.conv2.conv.weight	BF16	[512,512,3,3,3]	vae.decoder	weight
vae.encoder.down_blocks.9.res_blocks.3.conv1.conv.bias	BF16	[512]	identity_bytes	component.vae.encoder.down_blocks.9.res_blocks.3.conv1.conv.bias	BF16	[512]	vae.decoder	weight
vae.encoder.down_blocks.9.res_blocks.3.conv1.conv.weight	BF16	[512,512,3,3,3]	identity_bytes	component.vae.encoder.down_blocks.9.res_blocks.3.conv1.conv.weight	BF16	[512,512,3,3,3]	vae.decoder	weight
vae.encoder.down_blocks.9.res_blocks.3.conv2.conv.bias	BF16	[512]	identity_bytes	component.vae.encoder.down_blocks.9.res_blocks.3.conv2.conv.bias	BF16	[512]	vae.decoder	weight
vae.encoder.down_blocks.9.res_blocks.3.conv2.conv.weight	BF16	[512,512,3,3,3]	identity_bytes	component.vae.encoder.down_blocks.9.res_blocks.3.conv2.conv.weight	BF16	[512,512,3,3,3]	vae.decoder	weight
vae.per_channel_statistics.channel	BF16	[128]	identity_bytes	statistics.vae.channel	BF16	[128]	vae.decoder	weight
vae.per_channel_statistics.mean-of-means	BF16	[128]	identity_bytes	statistics.vae.mean-of-means	BF16	[128]	vae.decoder	weight
vae.per_channel_statistics.mean-of-stds	BF16	[128]	identity_bytes	statistics.vae.mean-of-stds	BF16	[128]	vae.decoder	weight
vae.per_channel_statistics.mean-of-stds_over_std-of-means	BF16	[128]	identity_bytes	statistics.vae.mean-of-stds_over_std-of-means	BF16	[128]	vae.decoder	weight
vae.per_channel_statistics.std-of-means	BF16	[128]	identity_bytes	statistics.vae.std-of-means	BF16	[128]	vae.decoder	weight
