source_name	storage_name	source_dtype	source_shape	storage_offset	transformation	destination_name	destination_dtype	destination_shape	component	role
down_blocks.2.attentions.1.transformer_blocks.0.ff.net.2.weight	3	F32	1280,5120	0	identity_bytes	down_blocks.2.attentions.1.transformer_blocks.0.ff.net.2.weight	F32	1280,5120	temporal_conditional_unet_2d	weight
down_blocks.2.attentions.1.transformer_blocks.0.norm1.bias	1234	F32	1280	0	identity_bytes	down_blocks.2.attentions.1.transformer_blocks.0.norm1.bias	F32	1280	temporal_conditional_unet_2d	weight
down_blocks.2.attentions.1.transformer_blocks.0.norm1.weight	1233	F32	1280	0	identity_bytes	down_blocks.2.attentions.1.transformer_blocks.0.norm1.weight	F32	1280	temporal_conditional_unet_2d	weight
down_blocks.2.attentions.1.transformer_blocks.0.norm2.bias	1241	F32	1280	0	identity_bytes	down_blocks.2.attentions.1.transformer_blocks.0.norm2.bias	F32	1280	temporal_conditional_unet_2d	weight
down_blocks.2.attentions.1.transformer_blocks.0.norm2.weight	1240	F32	1280	0	identity_bytes	down_blocks.2.attentions.1.transformer_blocks.0.norm2.weight	F32	1280	temporal_conditional_unet_2d	weight
down_blocks.2.attentions.1.transformer_blocks.0.norm3.bias	6	F32	1280	0	identity_bytes	down_blocks.2.attentions.1.transformer_blocks.0.norm3.bias	F32	1280	temporal_conditional_unet_2d	weight
down_blocks.2.attentions.1.transformer_blocks.0.norm3.weight	5	F32	1280	0	identity_bytes	down_blocks.2.attentions.1.transformer_blocks.0.norm3.weight	F32	1280	temporal_conditional_unet_2d	weight
down_blocks.2.downsamplers.0.conv.bias	88	F32	1280	0	identity_bytes	down_blocks.2.downsamplers.0.conv.bias	F32	1280	temporal_conditional_unet_2d	weight
down_blocks.2.downsamplers.0.conv.weight	87	F32	1280,1280,3,3	0	identity_bytes	down_blocks.2.downsamplers.0.conv.weight	F32	1280,1280,3,3	temporal_conditional_unet_2d	weight
down_blocks.2.motion_modules.0.temporal_transformer.norm.bias	32	F32	1280	0	identity_bytes	down_blocks.2.motion_modules.0.temporal_transformer.norm.bias	F32	1280	temporal_conditional_unet_2d	weight
down_blocks.2.motion_modules.0.temporal_transformer.norm.weight	31	F32	1280	0	identity_bytes	down_blocks.2.motion_modules.0.temporal_transformer.norm.weight	F32	1280	temporal_conditional_unet_2d	weight
down_blocks.2.motion_modules.0.temporal_transformer.proj_in.bias	34	F32	1280	0	identity_bytes	down_blocks.2.motion_modules.0.temporal_transformer.proj_in.bias	F32	1280	temporal_conditional_unet_2d	weight
down_blocks.2.motion_modules.0.temporal_transformer.proj_in.weight	33	F32	1280,1280	0	identity_bytes	down_blocks.2.motion_modules.0.temporal_transformer.proj_in.weight	F32	1280,1280	temporal_conditional_unet_2d	weight
down_blocks.2.motion_modules.0.temporal_transformer.proj_out.bias	58	F32	1280	0	identity_bytes	down_blocks.2.motion_modules.0.temporal_transformer.proj_out.bias	F32	1280	temporal_conditional_unet_2d	weight
down_blocks.2.motion_modules.0.temporal_transformer.proj_out.weight	57	F32	1280,1280	0	identity_bytes	down_blocks.2.motion_modules.0.temporal_transformer.proj_out.weight	F32	1280,1280	temporal_conditional_unet_2d	weight
down_blocks.2.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.0.pos_encoder.pe	40	F32	1,24,1280	0	identity_bytes	down_blocks.2.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.0.pos_encoder.pe	F32	1,24,1280	temporal_conditional_unet_2d	weight
down_blocks.2.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.0.to_k.weight	36	F32	1280,1280	0	identity_bytes	down_blocks.2.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.0.to_k.weight	F32	1280,1280	temporal_conditional_unet_2d	weight
down_blocks.2.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.0.to_out.0.bias	39	F32	1280	0	identity_bytes	down_blocks.2.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.0.to_out.0.bias	F32	1280	temporal_conditional_unet_2d	weight
down_blocks.2.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.0.to_out.0.weight	38	F32	1280,1280	0	identity_bytes	down_blocks.2.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.0.to_out.0.weight	F32	1280,1280	temporal_conditional_unet_2d	weight
down_blocks.2.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.0.to_q.weight	35	F32	1280,1280	0	identity_bytes	down_blocks.2.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.0.to_q.weight	F32	1280,1280	temporal_conditional_unet_2d	weight
down_blocks.2.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.0.to_v.weight	37	F32	1280,1280	0	identity_bytes	down_blocks.2.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.0.to_v.weight	F32	1280,1280	temporal_conditional_unet_2d	weight
down_blocks.2.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.1.pos_encoder.pe	46	F32	1,24,1280	0	identity_bytes	down_blocks.2.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.1.pos_encoder.pe	F32	1,24,1280	temporal_conditional_unet_2d	weight
down_blocks.2.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.1.to_k.weight	42	F32	1280,1280	0	identity_bytes	down_blocks.2.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.1.to_k.weight	F32	1280,1280	temporal_conditional_unet_2d	weight
down_blocks.2.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.1.to_out.0.bias	45	F32	1280	0	identity_bytes	down_blocks.2.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.1.to_out.0.bias	F32	1280	temporal_conditional_unet_2d	weight
down_blocks.2.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.1.to_out.0.weight	44	F32	1280,1280	0	identity_bytes	down_blocks.2.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.1.to_out.0.weight	F32	1280,1280	temporal_conditional_unet_2d	weight
down_blocks.2.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.1.to_q.weight	41	F32	1280,1280	0	identity_bytes	down_blocks.2.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.1.to_q.weight	F32	1280,1280	temporal_conditional_unet_2d	weight
down_blocks.2.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.1.to_v.weight	43	F32	1280,1280	0	identity_bytes	down_blocks.2.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.1.to_v.weight	F32	1280,1280	temporal_conditional_unet_2d	weight
down_blocks.2.motion_modules.0.temporal_transformer.transformer_blocks.0.ff.net.0.proj.bias	52	F32	10240	0	identity_bytes	down_blocks.2.motion_modules.0.temporal_transformer.transformer_blocks.0.ff.net.0.proj.bias	F32	10240	temporal_conditional_unet_2d	weight
down_blocks.2.motion_modules.0.temporal_transformer.transformer_blocks.0.ff.net.0.proj.weight	51	F32	10240,1280	0	identity_bytes	down_blocks.2.motion_modules.0.temporal_transformer.transformer_blocks.0.ff.net.0.proj.weight	F32	10240,1280	temporal_conditional_unet_2d	weight
down_blocks.2.motion_modules.0.temporal_transformer.transformer_blocks.0.ff.net.2.bias	54	F32	1280	0	identity_bytes	down_blocks.2.motion_modules.0.temporal_transformer.transformer_blocks.0.ff.net.2.bias	F32	1280	temporal_conditional_unet_2d	weight
down_blocks.2.motion_modules.0.temporal_transformer.transformer_blocks.0.ff.net.2.weight	53	F32	1280,5120	0	identity_bytes	down_blocks.2.motion_modules.0.temporal_transformer.transformer_blocks.0.ff.net.2.weight	F32	1280,5120	temporal_conditional_unet_2d	weight
down_blocks.2.motion_modules.0.temporal_transformer.transformer_blocks.0.ff_norm.bias	56	F32	1280	0	identity_bytes	down_blocks.2.motion_modules.0.temporal_transformer.transformer_blocks.0.ff_norm.bias	F32	1280	temporal_conditional_unet_2d	weight
down_blocks.2.motion_modules.0.temporal_transformer.transformer_blocks.0.ff_norm.weight	55	F32	1280	0	identity_bytes	down_blocks.2.motion_modules.0.temporal_transformer.transformer_blocks.0.ff_norm.weight	F32	1280	temporal_conditional_unet_2d	weight
down_blocks.2.motion_modules.0.temporal_transformer.transformer_blocks.0.norms.0.bias	48	F32	1280	0	identity_bytes	down_blocks.2.motion_modules.0.temporal_transformer.transformer_blocks.0.norms.0.bias	F32	1280	temporal_conditional_unet_2d	weight
down_blocks.2.motion_modules.0.temporal_transformer.transformer_blocks.0.norms.0.weight	47	F32	1280	0	identity_bytes	down_blocks.2.motion_modules.0.temporal_transformer.transformer_blocks.0.norms.0.weight	F32	1280	temporal_conditional_unet_2d	weight
down_blocks.2.motion_modules.0.temporal_transformer.transformer_blocks.0.norms.1.bias	50	F32	1280	0	identity_bytes	down_blocks.2.motion_modules.0.temporal_transformer.transformer_blocks.0.norms.1.bias	F32	1280	temporal_conditional_unet_2d	weight
down_blocks.2.motion_modules.0.temporal_transformer.transformer_blocks.0.norms.1.weight	49	F32	1280	0	identity_bytes	down_blocks.2.motion_modules.0.temporal_transformer.transformer_blocks.0.norms.1.weight	F32	1280	temporal_conditional_unet_2d	weight
down_blocks.2.motion_modules.1.temporal_transformer.norm.bias	60	F32	1280	0	identity_bytes	down_blocks.2.motion_modules.1.temporal_transformer.norm.bias	F32	1280	temporal_conditional_unet_2d	weight
down_blocks.2.motion_modules.1.temporal_transformer.norm.weight	59	F32	1280	0	identity_bytes	down_blocks.2.motion_modules.1.temporal_transformer.norm.weight	F32	1280	temporal_conditional_unet_2d	weight
down_blocks.2.motion_modules.1.temporal_transformer.proj_in.bias	62	F32	1280	0	identity_bytes	down_blocks.2.motion_modules.1.temporal_transformer.proj_in.bias	F32	1280	temporal_conditional_unet_2d	weight
down_blocks.2.motion_modules.1.temporal_transformer.proj_in.weight	61	F32	1280,1280	0	identity_bytes	down_blocks.2.motion_modules.1.temporal_transformer.proj_in.weight	F32	1280,1280	temporal_conditional_unet_2d	weight
down_blocks.2.motion_modules.1.temporal_transformer.proj_out.bias	86	F32	1280	0	identity_bytes	down_blocks.2.motion_modules.1.temporal_transformer.proj_out.bias	F32	1280	temporal_conditional_unet_2d	weight
down_blocks.2.motion_modules.1.temporal_transformer.proj_out.weight	85	F32	1280,1280	0	identity_bytes	down_blocks.2.motion_modules.1.temporal_transformer.proj_out.weight	F32	1280,1280	temporal_conditional_unet_2d	weight
down_blocks.2.motion_modules.1.temporal_transformer.transformer_blocks.0.attention_blocks.0.pos_encoder.pe	68	F32	1,24,1280	0	identity_bytes	down_blocks.2.motion_modules.1.temporal_transformer.transformer_blocks.0.attention_blocks.0.pos_encoder.pe	F32	1,24,1280	temporal_conditional_unet_2d	weight
down_blocks.2.motion_modules.1.temporal_transformer.transformer_blocks.0.attention_blocks.0.to_k.weight	64	F32	1280,1280	0	identity_bytes	down_blocks.2.motion_modules.1.temporal_transformer.transformer_blocks.0.attention_blocks.0.to_k.weight	F32	1280,1280	temporal_conditional_unet_2d	weight
down_blocks.2.motion_modules.1.temporal_transformer.transformer_blocks.0.attention_blocks.0.to_out.0.bias	67	F32	1280	0	identity_bytes	down_blocks.2.motion_modules.1.temporal_transformer.transformer_blocks.0.attention_blocks.0.to_out.0.bias	F32	1280	temporal_conditional_unet_2d	weight
down_blocks.2.motion_modules.1.temporal_transformer.transformer_blocks.0.attention_blocks.0.to_out.0.weight	66	F32	1280,1280	0	identity_bytes	down_blocks.2.motion_modules.1.temporal_transformer.transformer_blocks.0.attention_blocks.0.to_out.0.weight	F32	1280,1280	temporal_conditional_unet_2d	weight
down_blocks.2.motion_modules.1.temporal_transformer.transformer_blocks.0.attention_blocks.0.to_q.weight	63	F32	1280,1280	0	identity_bytes	down_blocks.2.motion_modules.1.temporal_transformer.transformer_blocks.0.attention_blocks.0.to_q.weight	F32	1280,1280	temporal_conditional_unet_2d	weight
down_blocks.2.motion_modules.1.temporal_transformer.transformer_blocks.0.attention_blocks.0.to_v.weight	65	F32	1280,1280	0	identity_bytes	down_blocks.2.motion_modules.1.temporal_transformer.transformer_blocks.0.attention_blocks.0.to_v.weight	F32	1280,1280	temporal_conditional_unet_2d	weight
down_blocks.2.motion_modules.1.temporal_transformer.transformer_blocks.0.attention_blocks.1.pos_encoder.pe	74	F32	1,24,1280	0	identity_bytes	down_blocks.2.motion_modules.1.temporal_transformer.transformer_blocks.0.attention_blocks.1.pos_encoder.pe	F32	1,24,1280	temporal_conditional_unet_2d	weight
down_blocks.2.motion_modules.1.temporal_transformer.transformer_blocks.0.attention_blocks.1.to_k.weight	70	F32	1280,1280	0	identity_bytes	down_blocks.2.motion_modules.1.temporal_transformer.transformer_blocks.0.attention_blocks.1.to_k.weight	F32	1280,1280	temporal_conditional_unet_2d	weight
down_blocks.2.motion_modules.1.temporal_transformer.transformer_blocks.0.attention_blocks.1.to_out.0.bias	73	F32	1280	0	identity_bytes	down_blocks.2.motion_modules.1.temporal_transformer.transformer_blocks.0.attention_blocks.1.to_out.0.bias	F32	1280	temporal_conditional_unet_2d	weight
down_blocks.2.motion_modules.1.temporal_transformer.transformer_blocks.0.attention_blocks.1.to_out.0.weight	72	F32	1280,1280	0	identity_bytes	down_blocks.2.motion_modules.1.temporal_transformer.transformer_blocks.0.attention_blocks.1.to_out.0.weight	F32	1280,1280	temporal_conditional_unet_2d	weight
down_blocks.2.motion_modules.1.temporal_transformer.transformer_blocks.0.attention_blocks.1.to_q.weight	69	F32	1280,1280	0	identity_bytes	down_blocks.2.motion_modules.1.temporal_transformer.transformer_blocks.0.attention_blocks.1.to_q.weight	F32	1280,1280	temporal_conditional_unet_2d	weight
down_blocks.2.motion_modules.1.temporal_transformer.transformer_blocks.0.attention_blocks.1.to_v.weight	71	F32	1280,1280	0	identity_bytes	down_blocks.2.motion_modules.1.temporal_transformer.transformer_blocks.0.attention_blocks.1.to_v.weight	F32	1280,1280	temporal_conditional_unet_2d	weight
down_blocks.2.motion_modules.1.temporal_transformer.transformer_blocks.0.ff.net.0.proj.bias	80	F32	10240	0	identity_bytes	down_blocks.2.motion_modules.1.temporal_transformer.transformer_blocks.0.ff.net.0.proj.bias	F32	10240	temporal_conditional_unet_2d	weight
down_blocks.2.motion_modules.1.temporal_transformer.transformer_blocks.0.ff.net.0.proj.weight	79	F32	10240,1280	0	identity_bytes	down_blocks.2.motion_modules.1.temporal_transformer.transformer_blocks.0.ff.net.0.proj.weight	F32	10240,1280	temporal_conditional_unet_2d	weight
down_blocks.2.motion_modules.1.temporal_transformer.transformer_blocks.0.ff.net.2.bias	82	F32	1280	0	identity_bytes	down_blocks.2.motion_modules.1.temporal_transformer.transformer_blocks.0.ff.net.2.bias	F32	1280	temporal_conditional_unet_2d	weight
down_blocks.2.motion_modules.1.temporal_transformer.transformer_blocks.0.ff.net.2.weight	81	F32	1280,5120	0	identity_bytes	down_blocks.2.motion_modules.1.temporal_transformer.transformer_blocks.0.ff.net.2.weight	F32	1280,5120	temporal_conditional_unet_2d	weight
down_blocks.2.motion_modules.1.temporal_transformer.transformer_blocks.0.ff_norm.bias	84	F32	1280	0	identity_bytes	down_blocks.2.motion_modules.1.temporal_transformer.transformer_blocks.0.ff_norm.bias	F32	1280	temporal_conditional_unet_2d	weight
down_blocks.2.motion_modules.1.temporal_transformer.transformer_blocks.0.ff_norm.weight	83	F32	1280	0	identity_bytes	down_blocks.2.motion_modules.1.temporal_transformer.transformer_blocks.0.ff_norm.weight	F32	1280	temporal_conditional_unet_2d	weight
down_blocks.2.motion_modules.1.temporal_transformer.transformer_blocks.0.norms.0.bias	76	F32	1280	0	identity_bytes	down_blocks.2.motion_modules.1.temporal_transformer.transformer_blocks.0.norms.0.bias	F32	1280	temporal_conditional_unet_2d	weight
down_blocks.2.motion_modules.1.temporal_transformer.transformer_blocks.0.norms.0.weight	75	F32	1280	0	identity_bytes	down_blocks.2.motion_modules.1.temporal_transformer.transformer_blocks.0.norms.0.weight	F32	1280	temporal_conditional_unet_2d	weight
down_blocks.2.motion_modules.1.temporal_transformer.transformer_blocks.0.norms.1.bias	78	F32	1280	0	identity_bytes	down_blocks.2.motion_modules.1.temporal_transformer.transformer_blocks.0.norms.1.bias	F32	1280	temporal_conditional_unet_2d	weight
down_blocks.2.motion_modules.1.temporal_transformer.transformer_blocks.0.norms.1.weight	77	F32	1280	0	identity_bytes	down_blocks.2.motion_modules.1.temporal_transformer.transformer_blocks.0.norms.1.weight	F32	1280	temporal_conditional_unet_2d	weight
down_blocks.2.resnets.0.conv1.bias	12	F32	1280	0	identity_bytes	down_blocks.2.resnets.0.conv1.bias	F32	1280	temporal_conditional_unet_2d	weight
down_blocks.2.resnets.0.conv1.weight	11	F32	1280,640,3,3	0	identity_bytes	down_blocks.2.resnets.0.conv1.weight	F32	1280,640,3,3	temporal_conditional_unet_2d	weight
down_blocks.2.resnets.0.conv2.bias	18	F32	1280	0	identity_bytes	down_blocks.2.resnets.0.conv2.bias	F32	1280	temporal_conditional_unet_2d	weight
down_blocks.2.resnets.0.conv2.weight	17	F32	1280,1280,3,3	0	identity_bytes	down_blocks.2.resnets.0.conv2.weight	F32	1280,1280,3,3	temporal_conditional_unet_2d	weight
down_blocks.2.resnets.0.conv_shortcut.bias	20	F32	1280	0	identity_bytes	down_blocks.2.resnets.0.conv_shortcut.bias	F32	1280	temporal_conditional_unet_2d	weight
down_blocks.2.resnets.0.conv_shortcut.weight	19	F32	1280,640,1,1	0	identity_bytes	down_blocks.2.resnets.0.conv_shortcut.weight	F32	1280,640,1,1	temporal_conditional_unet_2d	weight
down_blocks.2.resnets.0.norm1.bias	10	F32	640	0	identity_bytes	down_blocks.2.resnets.0.norm1.bias	F32	640	temporal_conditional_unet_2d	weight
down_blocks.2.resnets.0.norm1.weight	9	F32	640	0	identity_bytes	down_blocks.2.resnets.0.norm1.weight	F32	640	temporal_conditional_unet_2d	weight
down_blocks.2.resnets.0.norm2.bias	16	F32	1280	0	identity_bytes	down_blocks.2.resnets.0.norm2.bias	F32	1280	temporal_conditional_unet_2d	weight
down_blocks.2.resnets.0.norm2.weight	15	F32	1280	0	identity_bytes	down_blocks.2.resnets.0.norm2.weight	F32	1280	temporal_conditional_unet_2d	weight
down_blocks.2.resnets.0.time_emb_proj.bias	14	F32	1280	0	identity_bytes	down_blocks.2.resnets.0.time_emb_proj.bias	F32	1280	temporal_conditional_unet_2d	weight
down_blocks.2.resnets.0.time_emb_proj.weight	13	F32	1280,1280	0	identity_bytes	down_blocks.2.resnets.0.time_emb_proj.weight	F32	1280,1280	temporal_conditional_unet_2d	weight
down_blocks.2.resnets.1.conv1.bias	24	F32	1280	0	identity_bytes	down_blocks.2.resnets.1.conv1.bias	F32	1280	temporal_conditional_unet_2d	weight
down_blocks.2.resnets.1.conv1.weight	23	F32	1280,1280,3,3	0	identity_bytes	down_blocks.2.resnets.1.conv1.weight	F32	1280,1280,3,3	temporal_conditional_unet_2d	weight
down_blocks.2.resnets.1.conv2.bias	30	F32	1280	0	identity_bytes	down_blocks.2.resnets.1.conv2.bias	F32	1280	temporal_conditional_unet_2d	weight
down_blocks.2.resnets.1.conv2.weight	29	F32	1280,1280,3,3	0	identity_bytes	down_blocks.2.resnets.1.conv2.weight	F32	1280,1280,3,3	temporal_conditional_unet_2d	weight
down_blocks.2.resnets.1.norm1.bias	22	F32	1280	0	identity_bytes	down_blocks.2.resnets.1.norm1.bias	F32	1280	temporal_conditional_unet_2d	weight
down_blocks.2.resnets.1.norm1.weight	21	F32	1280	0	identity_bytes	down_blocks.2.resnets.1.norm1.weight	F32	1280	temporal_conditional_unet_2d	weight
down_blocks.2.resnets.1.norm2.bias	28	F32	1280	0	identity_bytes	down_blocks.2.resnets.1.norm2.bias	F32	1280	temporal_conditional_unet_2d	weight
down_blocks.2.resnets.1.norm2.weight	27	F32	1280	0	identity_bytes	down_blocks.2.resnets.1.norm2.weight	F32	1280	temporal_conditional_unet_2d	weight
down_blocks.2.resnets.1.time_emb_proj.bias	26	F32	1280	0	identity_bytes	down_blocks.2.resnets.1.time_emb_proj.bias	F32	1280	temporal_conditional_unet_2d	weight
down_blocks.2.resnets.1.time_emb_proj.weight	25	F32	1280,1280	0	identity_bytes	down_blocks.2.resnets.1.time_emb_proj.weight	F32	1280,1280	temporal_conditional_unet_2d	weight
down_blocks.3.motion_modules.0.temporal_transformer.norm.bias	110	F32	1280	0	identity_bytes	down_blocks.3.motion_modules.0.temporal_transformer.norm.bias	F32	1280	temporal_conditional_unet_2d	weight
down_blocks.3.motion_modules.0.temporal_transformer.norm.weight	109	F32	1280	0	identity_bytes	down_blocks.3.motion_modules.0.temporal_transformer.norm.weight	F32	1280	temporal_conditional_unet_2d	weight
down_blocks.3.motion_modules.0.temporal_transformer.proj_in.bias	112	F32	1280	0	identity_bytes	down_blocks.3.motion_modules.0.temporal_transformer.proj_in.bias	F32	1280	temporal_conditional_unet_2d	weight
down_blocks.3.motion_modules.0.temporal_transformer.proj_in.weight	111	F32	1280,1280	0	identity_bytes	down_blocks.3.motion_modules.0.temporal_transformer.proj_in.weight	F32	1280,1280	temporal_conditional_unet_2d	weight
down_blocks.3.motion_modules.0.temporal_transformer.proj_out.bias	136	F32	1280	0	identity_bytes	down_blocks.3.motion_modules.0.temporal_transformer.proj_out.bias	F32	1280	temporal_conditional_unet_2d	weight
down_blocks.3.motion_modules.0.temporal_transformer.proj_out.weight	135	F32	1280,1280	0	identity_bytes	down_blocks.3.motion_modules.0.temporal_transformer.proj_out.weight	F32	1280,1280	temporal_conditional_unet_2d	weight
down_blocks.3.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.0.pos_encoder.pe	118	F32	1,24,1280	0	identity_bytes	down_blocks.3.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.0.pos_encoder.pe	F32	1,24,1280	temporal_conditional_unet_2d	weight
down_blocks.3.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.0.to_k.weight	114	F32	1280,1280	0	identity_bytes	down_blocks.3.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.0.to_k.weight	F32	1280,1280	temporal_conditional_unet_2d	weight
down_blocks.3.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.0.to_out.0.bias	117	F32	1280	0	identity_bytes	down_blocks.3.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.0.to_out.0.bias	F32	1280	temporal_conditional_unet_2d	weight
down_blocks.3.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.0.to_out.0.weight	116	F32	1280,1280	0	identity_bytes	down_blocks.3.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.0.to_out.0.weight	F32	1280,1280	temporal_conditional_unet_2d	weight
down_blocks.3.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.0.to_q.weight	113	F32	1280,1280	0	identity_bytes	down_blocks.3.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.0.to_q.weight	F32	1280,1280	temporal_conditional_unet_2d	weight
down_blocks.3.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.0.to_v.weight	115	F32	1280,1280	0	identity_bytes	down_blocks.3.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.0.to_v.weight	F32	1280,1280	temporal_conditional_unet_2d	weight
down_blocks.3.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.1.pos_encoder.pe	124	F32	1,24,1280	0	identity_bytes	down_blocks.3.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.1.pos_encoder.pe	F32	1,24,1280	temporal_conditional_unet_2d	weight
down_blocks.3.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.1.to_k.weight	120	F32	1280,1280	0	identity_bytes	down_blocks.3.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.1.to_k.weight	F32	1280,1280	temporal_conditional_unet_2d	weight
down_blocks.3.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.1.to_out.0.bias	123	F32	1280	0	identity_bytes	down_blocks.3.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.1.to_out.0.bias	F32	1280	temporal_conditional_unet_2d	weight
down_blocks.3.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.1.to_out.0.weight	122	F32	1280,1280	0	identity_bytes	down_blocks.3.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.1.to_out.0.weight	F32	1280,1280	temporal_conditional_unet_2d	weight
down_blocks.3.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.1.to_q.weight	119	F32	1280,1280	0	identity_bytes	down_blocks.3.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.1.to_q.weight	F32	1280,1280	temporal_conditional_unet_2d	weight
down_blocks.3.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.1.to_v.weight	121	F32	1280,1280	0	identity_bytes	down_blocks.3.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.1.to_v.weight	F32	1280,1280	temporal_conditional_unet_2d	weight
down_blocks.3.motion_modules.0.temporal_transformer.transformer_blocks.0.ff.net.0.proj.bias	130	F32	10240	0	identity_bytes	down_blocks.3.motion_modules.0.temporal_transformer.transformer_blocks.0.ff.net.0.proj.bias	F32	10240	temporal_conditional_unet_2d	weight
down_blocks.3.motion_modules.0.temporal_transformer.transformer_blocks.0.ff.net.0.proj.weight	129	F32	10240,1280	0	identity_bytes	down_blocks.3.motion_modules.0.temporal_transformer.transformer_blocks.0.ff.net.0.proj.weight	F32	10240,1280	temporal_conditional_unet_2d	weight
down_blocks.3.motion_modules.0.temporal_transformer.transformer_blocks.0.ff.net.2.bias	132	F32	1280	0	identity_bytes	down_blocks.3.motion_modules.0.temporal_transformer.transformer_blocks.0.ff.net.2.bias	F32	1280	temporal_conditional_unet_2d	weight
down_blocks.3.motion_modules.0.temporal_transformer.transformer_blocks.0.ff.net.2.weight	131	F32	1280,5120	0	identity_bytes	down_blocks.3.motion_modules.0.temporal_transformer.transformer_blocks.0.ff.net.2.weight	F32	1280,5120	temporal_conditional_unet_2d	weight
down_blocks.3.motion_modules.0.temporal_transformer.transformer_blocks.0.ff_norm.bias	134	F32	1280	0	identity_bytes	down_blocks.3.motion_modules.0.temporal_transformer.transformer_blocks.0.ff_norm.bias	F32	1280	temporal_conditional_unet_2d	weight
down_blocks.3.motion_modules.0.temporal_transformer.transformer_blocks.0.ff_norm.weight	133	F32	1280	0	identity_bytes	down_blocks.3.motion_modules.0.temporal_transformer.transformer_blocks.0.ff_norm.weight	F32	1280	temporal_conditional_unet_2d	weight
down_blocks.3.motion_modules.0.temporal_transformer.transformer_blocks.0.norms.0.bias	126	F32	1280	0	identity_bytes	down_blocks.3.motion_modules.0.temporal_transformer.transformer_blocks.0.norms.0.bias	F32	1280	temporal_conditional_unet_2d	weight
down_blocks.3.motion_modules.0.temporal_transformer.transformer_blocks.0.norms.0.weight	125	F32	1280	0	identity_bytes	down_blocks.3.motion_modules.0.temporal_transformer.transformer_blocks.0.norms.0.weight	F32	1280	temporal_conditional_unet_2d	weight
down_blocks.3.motion_modules.0.temporal_transformer.transformer_blocks.0.norms.1.bias	128	F32	1280	0	identity_bytes	down_blocks.3.motion_modules.0.temporal_transformer.transformer_blocks.0.norms.1.bias	F32	1280	temporal_conditional_unet_2d	weight
down_blocks.3.motion_modules.0.temporal_transformer.transformer_blocks.0.norms.1.weight	127	F32	1280	0	identity_bytes	down_blocks.3.motion_modules.0.temporal_transformer.transformer_blocks.0.norms.1.weight	F32	1280	temporal_conditional_unet_2d	weight
