source_name	storage_name	source_dtype	source_shape	storage_offset	transformation	destination_name	destination_dtype	destination_shape	component	role
up_blocks.1.attentions.0.transformer_blocks.0.attn1.to_out.0.bias	297	F32	1280	0	identity_bytes	up_blocks.1.attentions.0.transformer_blocks.0.attn1.to_out.0.bias	F32	1280	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.0.transformer_blocks.0.attn1.to_out.0.weight	296	F32	1280,1280	0	identity_bytes	up_blocks.1.attentions.0.transformer_blocks.0.attn1.to_out.0.weight	F32	1280,1280	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.0.transformer_blocks.0.attn1.to_q.weight	293	F32	1280,1280	0	identity_bytes	up_blocks.1.attentions.0.transformer_blocks.0.attn1.to_q.weight	F32	1280,1280	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.0.transformer_blocks.0.attn1.to_v.weight	295	F32	1280,1280	0	identity_bytes	up_blocks.1.attentions.0.transformer_blocks.0.attn1.to_v.weight	F32	1280,1280	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_k.weight	301	F32	1280,384	0	identity_bytes	up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_k.weight	F32	1280,384	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_out.0.bias	304	F32	1280	0	identity_bytes	up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_out.0.bias	F32	1280	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_out.0.weight	303	F32	1280,1280	0	identity_bytes	up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_out.0.weight	F32	1280,1280	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_q.weight	300	F32	1280,1280	0	identity_bytes	up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_q.weight	F32	1280,1280	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v.weight	302	F32	1280,384	0	identity_bytes	up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v.weight	F32	1280,384	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.0.transformer_blocks.0.ff.net.0.proj.bias	306	F32	10240	0	identity_bytes	up_blocks.1.attentions.0.transformer_blocks.0.ff.net.0.proj.bias	F32	10240	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.0.transformer_blocks.0.ff.net.0.proj.weight	305	F32	10240,1280	0	identity_bytes	up_blocks.1.attentions.0.transformer_blocks.0.ff.net.0.proj.weight	F32	10240,1280	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.0.transformer_blocks.0.ff.net.2.bias	308	F32	1280	0	identity_bytes	up_blocks.1.attentions.0.transformer_blocks.0.ff.net.2.bias	F32	1280	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.0.transformer_blocks.0.ff.net.2.weight	307	F32	1280,5120	0	identity_bytes	up_blocks.1.attentions.0.transformer_blocks.0.ff.net.2.weight	F32	1280,5120	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.0.transformer_blocks.0.norm1.bias	292	F32	1280	0	identity_bytes	up_blocks.1.attentions.0.transformer_blocks.0.norm1.bias	F32	1280	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.0.transformer_blocks.0.norm1.weight	291	F32	1280	0	identity_bytes	up_blocks.1.attentions.0.transformer_blocks.0.norm1.weight	F32	1280	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.0.transformer_blocks.0.norm2.bias	299	F32	1280	0	identity_bytes	up_blocks.1.attentions.0.transformer_blocks.0.norm2.bias	F32	1280	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.0.transformer_blocks.0.norm2.weight	298	F32	1280	0	identity_bytes	up_blocks.1.attentions.0.transformer_blocks.0.norm2.weight	F32	1280	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.0.transformer_blocks.0.norm3.bias	310	F32	1280	0	identity_bytes	up_blocks.1.attentions.0.transformer_blocks.0.norm3.bias	F32	1280	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.0.transformer_blocks.0.norm3.weight	309	F32	1280	0	identity_bytes	up_blocks.1.attentions.0.transformer_blocks.0.norm3.weight	F32	1280	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.1.norm.bias	314	F32	1280	0	identity_bytes	up_blocks.1.attentions.1.norm.bias	F32	1280	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.1.norm.weight	313	F32	1280	0	identity_bytes	up_blocks.1.attentions.1.norm.weight	F32	1280	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.1.proj_in.bias	316	F32	1280	0	identity_bytes	up_blocks.1.attentions.1.proj_in.bias	F32	1280	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.1.proj_in.weight	315	F32	1280,1280,1,1	0	identity_bytes	up_blocks.1.attentions.1.proj_in.weight	F32	1280,1280,1,1	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.1.proj_out.bias	338	F32	1280	0	identity_bytes	up_blocks.1.attentions.1.proj_out.bias	F32	1280	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.1.proj_out.weight	337	F32	1280,1280,1,1	0	identity_bytes	up_blocks.1.attentions.1.proj_out.weight	F32	1280,1280,1,1	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.1.transformer_blocks.0.attn1.to_k.weight	320	F32	1280,1280	0	identity_bytes	up_blocks.1.attentions.1.transformer_blocks.0.attn1.to_k.weight	F32	1280,1280	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.1.transformer_blocks.0.attn1.to_out.0.bias	323	F32	1280	0	identity_bytes	up_blocks.1.attentions.1.transformer_blocks.0.attn1.to_out.0.bias	F32	1280	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.1.transformer_blocks.0.attn1.to_out.0.weight	322	F32	1280,1280	0	identity_bytes	up_blocks.1.attentions.1.transformer_blocks.0.attn1.to_out.0.weight	F32	1280,1280	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.1.transformer_blocks.0.attn1.to_q.weight	319	F32	1280,1280	0	identity_bytes	up_blocks.1.attentions.1.transformer_blocks.0.attn1.to_q.weight	F32	1280,1280	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.1.transformer_blocks.0.attn1.to_v.weight	321	F32	1280,1280	0	identity_bytes	up_blocks.1.attentions.1.transformer_blocks.0.attn1.to_v.weight	F32	1280,1280	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_k.weight	327	F32	1280,384	0	identity_bytes	up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_k.weight	F32	1280,384	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_out.0.bias	330	F32	1280	0	identity_bytes	up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_out.0.bias	F32	1280	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_out.0.weight	329	F32	1280,1280	0	identity_bytes	up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_out.0.weight	F32	1280,1280	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_q.weight	326	F32	1280,1280	0	identity_bytes	up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_q.weight	F32	1280,1280	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v.weight	328	F32	1280,384	0	identity_bytes	up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v.weight	F32	1280,384	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.1.transformer_blocks.0.ff.net.0.proj.bias	332	F32	10240	0	identity_bytes	up_blocks.1.attentions.1.transformer_blocks.0.ff.net.0.proj.bias	F32	10240	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.1.transformer_blocks.0.ff.net.0.proj.weight	331	F32	10240,1280	0	identity_bytes	up_blocks.1.attentions.1.transformer_blocks.0.ff.net.0.proj.weight	F32	10240,1280	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.1.transformer_blocks.0.ff.net.2.bias	334	F32	1280	0	identity_bytes	up_blocks.1.attentions.1.transformer_blocks.0.ff.net.2.bias	F32	1280	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.1.transformer_blocks.0.ff.net.2.weight	333	F32	1280,5120	0	identity_bytes	up_blocks.1.attentions.1.transformer_blocks.0.ff.net.2.weight	F32	1280,5120	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.1.transformer_blocks.0.norm1.bias	318	F32	1280	0	identity_bytes	up_blocks.1.attentions.1.transformer_blocks.0.norm1.bias	F32	1280	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.1.transformer_blocks.0.norm1.weight	317	F32	1280	0	identity_bytes	up_blocks.1.attentions.1.transformer_blocks.0.norm1.weight	F32	1280	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.1.transformer_blocks.0.norm2.bias	325	F32	1280	0	identity_bytes	up_blocks.1.attentions.1.transformer_blocks.0.norm2.bias	F32	1280	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.1.transformer_blocks.0.norm2.weight	324	F32	1280	0	identity_bytes	up_blocks.1.attentions.1.transformer_blocks.0.norm2.weight	F32	1280	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.1.transformer_blocks.0.norm3.bias	336	F32	1280	0	identity_bytes	up_blocks.1.attentions.1.transformer_blocks.0.norm3.bias	F32	1280	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.1.transformer_blocks.0.norm3.weight	335	F32	1280	0	identity_bytes	up_blocks.1.attentions.1.transformer_blocks.0.norm3.weight	F32	1280	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.2.norm.bias	340	F32	1280	0	identity_bytes	up_blocks.1.attentions.2.norm.bias	F32	1280	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.2.norm.weight	339	F32	1280	0	identity_bytes	up_blocks.1.attentions.2.norm.weight	F32	1280	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.2.proj_in.bias	342	F32	1280	0	identity_bytes	up_blocks.1.attentions.2.proj_in.bias	F32	1280	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.2.proj_in.weight	341	F32	1280,1280,1,1	0	identity_bytes	up_blocks.1.attentions.2.proj_in.weight	F32	1280,1280,1,1	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.2.proj_out.bias	364	F32	1280	0	identity_bytes	up_blocks.1.attentions.2.proj_out.bias	F32	1280	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.2.proj_out.weight	363	F32	1280,1280,1,1	0	identity_bytes	up_blocks.1.attentions.2.proj_out.weight	F32	1280,1280,1,1	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.2.transformer_blocks.0.attn1.to_k.weight	346	F32	1280,1280	0	identity_bytes	up_blocks.1.attentions.2.transformer_blocks.0.attn1.to_k.weight	F32	1280,1280	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.2.transformer_blocks.0.attn1.to_out.0.bias	349	F32	1280	0	identity_bytes	up_blocks.1.attentions.2.transformer_blocks.0.attn1.to_out.0.bias	F32	1280	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.2.transformer_blocks.0.attn1.to_out.0.weight	348	F32	1280,1280	0	identity_bytes	up_blocks.1.attentions.2.transformer_blocks.0.attn1.to_out.0.weight	F32	1280,1280	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.2.transformer_blocks.0.attn1.to_q.weight	345	F32	1280,1280	0	identity_bytes	up_blocks.1.attentions.2.transformer_blocks.0.attn1.to_q.weight	F32	1280,1280	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.2.transformer_blocks.0.attn1.to_v.weight	347	F32	1280,1280	0	identity_bytes	up_blocks.1.attentions.2.transformer_blocks.0.attn1.to_v.weight	F32	1280,1280	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.2.transformer_blocks.0.attn2.to_k.weight	353	F32	1280,384	0	identity_bytes	up_blocks.1.attentions.2.transformer_blocks.0.attn2.to_k.weight	F32	1280,384	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.2.transformer_blocks.0.attn2.to_out.0.bias	356	F32	1280	0	identity_bytes	up_blocks.1.attentions.2.transformer_blocks.0.attn2.to_out.0.bias	F32	1280	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.2.transformer_blocks.0.attn2.to_out.0.weight	355	F32	1280,1280	0	identity_bytes	up_blocks.1.attentions.2.transformer_blocks.0.attn2.to_out.0.weight	F32	1280,1280	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.2.transformer_blocks.0.attn2.to_q.weight	352	F32	1280,1280	0	identity_bytes	up_blocks.1.attentions.2.transformer_blocks.0.attn2.to_q.weight	F32	1280,1280	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.2.transformer_blocks.0.attn2.to_v.weight	354	F32	1280,384	0	identity_bytes	up_blocks.1.attentions.2.transformer_blocks.0.attn2.to_v.weight	F32	1280,384	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.2.transformer_blocks.0.ff.net.0.proj.bias	358	F32	10240	0	identity_bytes	up_blocks.1.attentions.2.transformer_blocks.0.ff.net.0.proj.bias	F32	10240	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.2.transformer_blocks.0.ff.net.0.proj.weight	357	F32	10240,1280	0	identity_bytes	up_blocks.1.attentions.2.transformer_blocks.0.ff.net.0.proj.weight	F32	10240,1280	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.2.transformer_blocks.0.ff.net.2.bias	360	F32	1280	0	identity_bytes	up_blocks.1.attentions.2.transformer_blocks.0.ff.net.2.bias	F32	1280	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.2.transformer_blocks.0.ff.net.2.weight	359	F32	1280,5120	0	identity_bytes	up_blocks.1.attentions.2.transformer_blocks.0.ff.net.2.weight	F32	1280,5120	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.2.transformer_blocks.0.norm1.bias	344	F32	1280	0	identity_bytes	up_blocks.1.attentions.2.transformer_blocks.0.norm1.bias	F32	1280	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.2.transformer_blocks.0.norm1.weight	343	F32	1280	0	identity_bytes	up_blocks.1.attentions.2.transformer_blocks.0.norm1.weight	F32	1280	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.2.transformer_blocks.0.norm2.bias	351	F32	1280	0	identity_bytes	up_blocks.1.attentions.2.transformer_blocks.0.norm2.bias	F32	1280	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.2.transformer_blocks.0.norm2.weight	350	F32	1280	0	identity_bytes	up_blocks.1.attentions.2.transformer_blocks.0.norm2.weight	F32	1280	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.2.transformer_blocks.0.norm3.bias	362	F32	1280	0	identity_bytes	up_blocks.1.attentions.2.transformer_blocks.0.norm3.bias	F32	1280	temporal_conditional_unet_2d	weight
up_blocks.1.attentions.2.transformer_blocks.0.norm3.weight	361	F32	1280	0	identity_bytes	up_blocks.1.attentions.2.transformer_blocks.0.norm3.weight	F32	1280	temporal_conditional_unet_2d	weight
up_blocks.1.motion_modules.0.temporal_transformer.norm.bias	402	F32	1280	0	identity_bytes	up_blocks.1.motion_modules.0.temporal_transformer.norm.bias	F32	1280	temporal_conditional_unet_2d	weight
up_blocks.1.motion_modules.0.temporal_transformer.norm.weight	401	F32	1280	0	identity_bytes	up_blocks.1.motion_modules.0.temporal_transformer.norm.weight	F32	1280	temporal_conditional_unet_2d	weight
up_blocks.1.motion_modules.0.temporal_transformer.proj_in.bias	404	F32	1280	0	identity_bytes	up_blocks.1.motion_modules.0.temporal_transformer.proj_in.bias	F32	1280	temporal_conditional_unet_2d	weight
up_blocks.1.motion_modules.0.temporal_transformer.proj_in.weight	403	F32	1280,1280	0	identity_bytes	up_blocks.1.motion_modules.0.temporal_transformer.proj_in.weight	F32	1280,1280	temporal_conditional_unet_2d	weight
up_blocks.1.motion_modules.0.temporal_transformer.proj_out.bias	428	F32	1280	0	identity_bytes	up_blocks.1.motion_modules.0.temporal_transformer.proj_out.bias	F32	1280	temporal_conditional_unet_2d	weight
up_blocks.1.motion_modules.0.temporal_transformer.proj_out.weight	427	F32	1280,1280	0	identity_bytes	up_blocks.1.motion_modules.0.temporal_transformer.proj_out.weight	F32	1280,1280	temporal_conditional_unet_2d	weight
up_blocks.1.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.0.pos_encoder.pe	410	F32	1,24,1280	0	identity_bytes	up_blocks.1.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.0.pos_encoder.pe	F32	1,24,1280	temporal_conditional_unet_2d	weight
up_blocks.1.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.0.to_k.weight	406	F32	1280,1280	0	identity_bytes	up_blocks.1.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.0.to_k.weight	F32	1280,1280	temporal_conditional_unet_2d	weight
up_blocks.1.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.0.to_out.0.bias	409	F32	1280	0	identity_bytes	up_blocks.1.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.0.to_out.0.bias	F32	1280	temporal_conditional_unet_2d	weight
up_blocks.1.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.0.to_out.0.weight	408	F32	1280,1280	0	identity_bytes	up_blocks.1.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.0.to_out.0.weight	F32	1280,1280	temporal_conditional_unet_2d	weight
up_blocks.1.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.0.to_q.weight	405	F32	1280,1280	0	identity_bytes	up_blocks.1.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.0.to_q.weight	F32	1280,1280	temporal_conditional_unet_2d	weight
up_blocks.1.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.0.to_v.weight	407	F32	1280,1280	0	identity_bytes	up_blocks.1.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.0.to_v.weight	F32	1280,1280	temporal_conditional_unet_2d	weight
up_blocks.1.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.1.pos_encoder.pe	416	F32	1,24,1280	0	identity_bytes	up_blocks.1.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.1.pos_encoder.pe	F32	1,24,1280	temporal_conditional_unet_2d	weight
up_blocks.1.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.1.to_k.weight	412	F32	1280,1280	0	identity_bytes	up_blocks.1.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.1.to_k.weight	F32	1280,1280	temporal_conditional_unet_2d	weight
up_blocks.1.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.1.to_out.0.bias	415	F32	1280	0	identity_bytes	up_blocks.1.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.1.to_out.0.bias	F32	1280	temporal_conditional_unet_2d	weight
up_blocks.1.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.1.to_out.0.weight	414	F32	1280,1280	0	identity_bytes	up_blocks.1.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.1.to_out.0.weight	F32	1280,1280	temporal_conditional_unet_2d	weight
up_blocks.1.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.1.to_q.weight	411	F32	1280,1280	0	identity_bytes	up_blocks.1.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.1.to_q.weight	F32	1280,1280	temporal_conditional_unet_2d	weight
up_blocks.1.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.1.to_v.weight	413	F32	1280,1280	0	identity_bytes	up_blocks.1.motion_modules.0.temporal_transformer.transformer_blocks.0.attention_blocks.1.to_v.weight	F32	1280,1280	temporal_conditional_unet_2d	weight
up_blocks.1.motion_modules.0.temporal_transformer.transformer_blocks.0.ff.net.0.proj.bias	422	F32	10240	0	identity_bytes	up_blocks.1.motion_modules.0.temporal_transformer.transformer_blocks.0.ff.net.0.proj.bias	F32	10240	temporal_conditional_unet_2d	weight
up_blocks.1.motion_modules.0.temporal_transformer.transformer_blocks.0.ff.net.0.proj.weight	421	F32	10240,1280	0	identity_bytes	up_blocks.1.motion_modules.0.temporal_transformer.transformer_blocks.0.ff.net.0.proj.weight	F32	10240,1280	temporal_conditional_unet_2d	weight
up_blocks.1.motion_modules.0.temporal_transformer.transformer_blocks.0.ff.net.2.bias	424	F32	1280	0	identity_bytes	up_blocks.1.motion_modules.0.temporal_transformer.transformer_blocks.0.ff.net.2.bias	F32	1280	temporal_conditional_unet_2d	weight
up_blocks.1.motion_modules.0.temporal_transformer.transformer_blocks.0.ff.net.2.weight	423	F32	1280,5120	0	identity_bytes	up_blocks.1.motion_modules.0.temporal_transformer.transformer_blocks.0.ff.net.2.weight	F32	1280,5120	temporal_conditional_unet_2d	weight
up_blocks.1.motion_modules.0.temporal_transformer.transformer_blocks.0.ff_norm.bias	426	F32	1280	0	identity_bytes	up_blocks.1.motion_modules.0.temporal_transformer.transformer_blocks.0.ff_norm.bias	F32	1280	temporal_conditional_unet_2d	weight
up_blocks.1.motion_modules.0.temporal_transformer.transformer_blocks.0.ff_norm.weight	425	F32	1280	0	identity_bytes	up_blocks.1.motion_modules.0.temporal_transformer.transformer_blocks.0.ff_norm.weight	F32	1280	temporal_conditional_unet_2d	weight
up_blocks.1.motion_modules.0.temporal_transformer.transformer_blocks.0.norms.0.bias	418	F32	1280	0	identity_bytes	up_blocks.1.motion_modules.0.temporal_transformer.transformer_blocks.0.norms.0.bias	F32	1280	temporal_conditional_unet_2d	weight
up_blocks.1.motion_modules.0.temporal_transformer.transformer_blocks.0.norms.0.weight	417	F32	1280	0	identity_bytes	up_blocks.1.motion_modules.0.temporal_transformer.transformer_blocks.0.norms.0.weight	F32	1280	temporal_conditional_unet_2d	weight
up_blocks.1.motion_modules.0.temporal_transformer.transformer_blocks.0.norms.1.bias	420	F32	1280	0	identity_bytes	up_blocks.1.motion_modules.0.temporal_transformer.transformer_blocks.0.norms.1.bias	F32	1280	temporal_conditional_unet_2d	weight
up_blocks.1.motion_modules.0.temporal_transformer.transformer_blocks.0.norms.1.weight	419	F32	1280	0	identity_bytes	up_blocks.1.motion_modules.0.temporal_transformer.transformer_blocks.0.norms.1.weight	F32	1280	temporal_conditional_unet_2d	weight
up_blocks.1.motion_modules.1.temporal_transformer.norm.bias	430	F32	1280	0	identity_bytes	up_blocks.1.motion_modules.1.temporal_transformer.norm.bias	F32	1280	temporal_conditional_unet_2d	weight
up_blocks.1.motion_modules.1.temporal_transformer.norm.weight	429	F32	1280	0	identity_bytes	up_blocks.1.motion_modules.1.temporal_transformer.norm.weight	F32	1280	temporal_conditional_unet_2d	weight
up_blocks.1.motion_modules.1.temporal_transformer.proj_in.bias	432	F32	1280	0	identity_bytes	up_blocks.1.motion_modules.1.temporal_transformer.proj_in.bias	F32	1280	temporal_conditional_unet_2d	weight
up_blocks.1.motion_modules.1.temporal_transformer.proj_in.weight	431	F32	1280,1280	0	identity_bytes	up_blocks.1.motion_modules.1.temporal_transformer.proj_in.weight	F32	1280,1280	temporal_conditional_unet_2d	weight
up_blocks.1.motion_modules.1.temporal_transformer.proj_out.bias	456	F32	1280	0	identity_bytes	up_blocks.1.motion_modules.1.temporal_transformer.proj_out.bias	F32	1280	temporal_conditional_unet_2d	weight
up_blocks.1.motion_modules.1.temporal_transformer.proj_out.weight	455	F32	1280,1280	0	identity_bytes	up_blocks.1.motion_modules.1.temporal_transformer.proj_out.weight	F32	1280,1280	temporal_conditional_unet_2d	weight
up_blocks.1.motion_modules.1.temporal_transformer.transformer_blocks.0.attention_blocks.0.pos_encoder.pe	438	F32	1,24,1280	0	identity_bytes	up_blocks.1.motion_modules.1.temporal_transformer.transformer_blocks.0.attention_blocks.0.pos_encoder.pe	F32	1,24,1280	temporal_conditional_unet_2d	weight
up_blocks.1.motion_modules.1.temporal_transformer.transformer_blocks.0.attention_blocks.0.to_k.weight	434	F32	1280,1280	0	identity_bytes	up_blocks.1.motion_modules.1.temporal_transformer.transformer_blocks.0.attention_blocks.0.to_k.weight	F32	1280,1280	temporal_conditional_unet_2d	weight
up_blocks.1.motion_modules.1.temporal_transformer.transformer_blocks.0.attention_blocks.0.to_out.0.bias	437	F32	1280	0	identity_bytes	up_blocks.1.motion_modules.1.temporal_transformer.transformer_blocks.0.attention_blocks.0.to_out.0.bias	F32	1280	temporal_conditional_unet_2d	weight
up_blocks.1.motion_modules.1.temporal_transformer.transformer_blocks.0.attention_blocks.0.to_out.0.weight	436	F32	1280,1280	0	identity_bytes	up_blocks.1.motion_modules.1.temporal_transformer.transformer_blocks.0.attention_blocks.0.to_out.0.weight	F32	1280,1280	temporal_conditional_unet_2d	weight
up_blocks.1.motion_modules.1.temporal_transformer.transformer_blocks.0.attention_blocks.0.to_q.weight	433	F32	1280,1280	0	identity_bytes	up_blocks.1.motion_modules.1.temporal_transformer.transformer_blocks.0.attention_blocks.0.to_q.weight	F32	1280,1280	temporal_conditional_unet_2d	weight
up_blocks.1.motion_modules.1.temporal_transformer.transformer_blocks.0.attention_blocks.0.to_v.weight	435	F32	1280,1280	0	identity_bytes	up_blocks.1.motion_modules.1.temporal_transformer.transformer_blocks.0.attention_blocks.0.to_v.weight	F32	1280,1280	temporal_conditional_unet_2d	weight
up_blocks.1.motion_modules.1.temporal_transformer.transformer_blocks.0.attention_blocks.1.pos_encoder.pe	444	F32	1,24,1280	0	identity_bytes	up_blocks.1.motion_modules.1.temporal_transformer.transformer_blocks.0.attention_blocks.1.pos_encoder.pe	F32	1,24,1280	temporal_conditional_unet_2d	weight
up_blocks.1.motion_modules.1.temporal_transformer.transformer_blocks.0.attention_blocks.1.to_k.weight	440	F32	1280,1280	0	identity_bytes	up_blocks.1.motion_modules.1.temporal_transformer.transformer_blocks.0.attention_blocks.1.to_k.weight	F32	1280,1280	temporal_conditional_unet_2d	weight
up_blocks.1.motion_modules.1.temporal_transformer.transformer_blocks.0.attention_blocks.1.to_out.0.bias	443	F32	1280	0	identity_bytes	up_blocks.1.motion_modules.1.temporal_transformer.transformer_blocks.0.attention_blocks.1.to_out.0.bias	F32	1280	temporal_conditional_unet_2d	weight
up_blocks.1.motion_modules.1.temporal_transformer.transformer_blocks.0.attention_blocks.1.to_out.0.weight	442	F32	1280,1280	0	identity_bytes	up_blocks.1.motion_modules.1.temporal_transformer.transformer_blocks.0.attention_blocks.1.to_out.0.weight	F32	1280,1280	temporal_conditional_unet_2d	weight
up_blocks.1.motion_modules.1.temporal_transformer.transformer_blocks.0.attention_blocks.1.to_q.weight	439	F32	1280,1280	0	identity_bytes	up_blocks.1.motion_modules.1.temporal_transformer.transformer_blocks.0.attention_blocks.1.to_q.weight	F32	1280,1280	temporal_conditional_unet_2d	weight
up_blocks.1.motion_modules.1.temporal_transformer.transformer_blocks.0.attention_blocks.1.to_v.weight	441	F32	1280,1280	0	identity_bytes	up_blocks.1.motion_modules.1.temporal_transformer.transformer_blocks.0.attention_blocks.1.to_v.weight	F32	1280,1280	temporal_conditional_unet_2d	weight
up_blocks.1.motion_modules.1.temporal_transformer.transformer_blocks.0.ff.net.0.proj.bias	450	F32	10240	0	identity_bytes	up_blocks.1.motion_modules.1.temporal_transformer.transformer_blocks.0.ff.net.0.proj.bias	F32	10240	temporal_conditional_unet_2d	weight
