source_file	source_name	source_dtype	source_shape	transformation	destination_name	destination_dtype	destination_shape	component	role
vae	decoder.block_in.resnets.0.conv1.conv.bias	BF16	768	identity_bytes	component.vae.decoder.block_in.resnets.0.conv1.conv.bias	BF16	768	vae.decoder	weight
vae	decoder.block_in.resnets.0.conv1.conv.weight	BF16	768,768,3,3,3	identity_bytes	component.vae.decoder.block_in.resnets.0.conv1.conv.weight	BF16	768,768,3,3,3	vae.decoder	weight
vae	decoder.block_in.resnets.0.conv2.conv.bias	BF16	768	identity_bytes	component.vae.decoder.block_in.resnets.0.conv2.conv.bias	BF16	768	vae.decoder	weight
vae	decoder.block_in.resnets.0.conv2.conv.weight	BF16	768,768,3,3,3	identity_bytes	component.vae.decoder.block_in.resnets.0.conv2.conv.weight	BF16	768,768,3,3,3	vae.decoder	weight
vae	decoder.block_in.resnets.0.norm1.norm_layer.bias	BF16	768	identity_bytes	component.vae.decoder.block_in.resnets.0.norm1.norm_layer.bias	BF16	768	vae.decoder	weight
vae	decoder.block_in.resnets.0.norm1.norm_layer.weight	BF16	768	identity_bytes	component.vae.decoder.block_in.resnets.0.norm1.norm_layer.weight	BF16	768	vae.decoder	weight
vae	decoder.block_in.resnets.0.norm2.norm_layer.bias	BF16	768	identity_bytes	component.vae.decoder.block_in.resnets.0.norm2.norm_layer.bias	BF16	768	vae.decoder	weight
vae	decoder.block_in.resnets.0.norm2.norm_layer.weight	BF16	768	identity_bytes	component.vae.decoder.block_in.resnets.0.norm2.norm_layer.weight	BF16	768	vae.decoder	weight
vae	decoder.block_in.resnets.1.conv1.conv.bias	BF16	768	identity_bytes	component.vae.decoder.block_in.resnets.1.conv1.conv.bias	BF16	768	vae.decoder	weight
vae	decoder.block_in.resnets.1.conv1.conv.weight	BF16	768,768,3,3,3	identity_bytes	component.vae.decoder.block_in.resnets.1.conv1.conv.weight	BF16	768,768,3,3,3	vae.decoder	weight
vae	decoder.block_in.resnets.1.conv2.conv.bias	BF16	768	identity_bytes	component.vae.decoder.block_in.resnets.1.conv2.conv.bias	BF16	768	vae.decoder	weight
vae	decoder.block_in.resnets.1.conv2.conv.weight	BF16	768,768,3,3,3	identity_bytes	component.vae.decoder.block_in.resnets.1.conv2.conv.weight	BF16	768,768,3,3,3	vae.decoder	weight
vae	decoder.block_in.resnets.1.norm1.norm_layer.bias	BF16	768	identity_bytes	component.vae.decoder.block_in.resnets.1.norm1.norm_layer.bias	BF16	768	vae.decoder	weight
vae	decoder.block_in.resnets.1.norm1.norm_layer.weight	BF16	768	identity_bytes	component.vae.decoder.block_in.resnets.1.norm1.norm_layer.weight	BF16	768	vae.decoder	weight
vae	decoder.block_in.resnets.1.norm2.norm_layer.bias	BF16	768	identity_bytes	component.vae.decoder.block_in.resnets.1.norm2.norm_layer.bias	BF16	768	vae.decoder	weight
vae	decoder.block_in.resnets.1.norm2.norm_layer.weight	BF16	768	identity_bytes	component.vae.decoder.block_in.resnets.1.norm2.norm_layer.weight	BF16	768	vae.decoder	weight
vae	decoder.block_in.resnets.2.conv1.conv.bias	BF16	768	identity_bytes	component.vae.decoder.block_in.resnets.2.conv1.conv.bias	BF16	768	vae.decoder	weight
vae	decoder.block_in.resnets.2.conv1.conv.weight	BF16	768,768,3,3,3	identity_bytes	component.vae.decoder.block_in.resnets.2.conv1.conv.weight	BF16	768,768,3,3,3	vae.decoder	weight
vae	decoder.block_in.resnets.2.conv2.conv.bias	BF16	768	identity_bytes	component.vae.decoder.block_in.resnets.2.conv2.conv.bias	BF16	768	vae.decoder	weight
vae	decoder.block_in.resnets.2.conv2.conv.weight	BF16	768,768,3,3,3	identity_bytes	component.vae.decoder.block_in.resnets.2.conv2.conv.weight	BF16	768,768,3,3,3	vae.decoder	weight
vae	decoder.block_in.resnets.2.norm1.norm_layer.bias	BF16	768	identity_bytes	component.vae.decoder.block_in.resnets.2.norm1.norm_layer.bias	BF16	768	vae.decoder	weight
vae	decoder.block_in.resnets.2.norm1.norm_layer.weight	BF16	768	identity_bytes	component.vae.decoder.block_in.resnets.2.norm1.norm_layer.weight	BF16	768	vae.decoder	weight
vae	decoder.block_in.resnets.2.norm2.norm_layer.bias	BF16	768	identity_bytes	component.vae.decoder.block_in.resnets.2.norm2.norm_layer.bias	BF16	768	vae.decoder	weight
vae	decoder.block_in.resnets.2.norm2.norm_layer.weight	BF16	768	identity_bytes	component.vae.decoder.block_in.resnets.2.norm2.norm_layer.weight	BF16	768	vae.decoder	weight
vae	decoder.block_out.resnets.0.conv1.conv.bias	BF16	128	identity_bytes	component.vae.decoder.block_out.resnets.0.conv1.conv.bias	BF16	128	vae.decoder	weight
vae	decoder.block_out.resnets.0.conv1.conv.weight	BF16	128,128,3,3,3	identity_bytes	component.vae.decoder.block_out.resnets.0.conv1.conv.weight	BF16	128,128,3,3,3	vae.decoder	weight
vae	decoder.block_out.resnets.0.conv2.conv.bias	BF16	128	identity_bytes	component.vae.decoder.block_out.resnets.0.conv2.conv.bias	BF16	128	vae.decoder	weight
vae	decoder.block_out.resnets.0.conv2.conv.weight	BF16	128,128,3,3,3	identity_bytes	component.vae.decoder.block_out.resnets.0.conv2.conv.weight	BF16	128,128,3,3,3	vae.decoder	weight
vae	decoder.block_out.resnets.0.norm1.norm_layer.bias	BF16	128	identity_bytes	component.vae.decoder.block_out.resnets.0.norm1.norm_layer.bias	BF16	128	vae.decoder	weight
vae	decoder.block_out.resnets.0.norm1.norm_layer.weight	BF16	128	identity_bytes	component.vae.decoder.block_out.resnets.0.norm1.norm_layer.weight	BF16	128	vae.decoder	weight
vae	decoder.block_out.resnets.0.norm2.norm_layer.bias	BF16	128	identity_bytes	component.vae.decoder.block_out.resnets.0.norm2.norm_layer.bias	BF16	128	vae.decoder	weight
vae	decoder.block_out.resnets.0.norm2.norm_layer.weight	BF16	128	identity_bytes	component.vae.decoder.block_out.resnets.0.norm2.norm_layer.weight	BF16	128	vae.decoder	weight
vae	decoder.block_out.resnets.1.conv1.conv.bias	BF16	128	identity_bytes	component.vae.decoder.block_out.resnets.1.conv1.conv.bias	BF16	128	vae.decoder	weight
vae	decoder.block_out.resnets.1.conv1.conv.weight	BF16	128,128,3,3,3	identity_bytes	component.vae.decoder.block_out.resnets.1.conv1.conv.weight	BF16	128,128,3,3,3	vae.decoder	weight
vae	decoder.block_out.resnets.1.conv2.conv.bias	BF16	128	identity_bytes	component.vae.decoder.block_out.resnets.1.conv2.conv.bias	BF16	128	vae.decoder	weight
vae	decoder.block_out.resnets.1.conv2.conv.weight	BF16	128,128,3,3,3	identity_bytes	component.vae.decoder.block_out.resnets.1.conv2.conv.weight	BF16	128,128,3,3,3	vae.decoder	weight
vae	decoder.block_out.resnets.1.norm1.norm_layer.bias	BF16	128	identity_bytes	component.vae.decoder.block_out.resnets.1.norm1.norm_layer.bias	BF16	128	vae.decoder	weight
vae	decoder.block_out.resnets.1.norm1.norm_layer.weight	BF16	128	identity_bytes	component.vae.decoder.block_out.resnets.1.norm1.norm_layer.weight	BF16	128	vae.decoder	weight
vae	decoder.block_out.resnets.1.norm2.norm_layer.bias	BF16	128	identity_bytes	component.vae.decoder.block_out.resnets.1.norm2.norm_layer.bias	BF16	128	vae.decoder	weight
vae	decoder.block_out.resnets.1.norm2.norm_layer.weight	BF16	128	identity_bytes	component.vae.decoder.block_out.resnets.1.norm2.norm_layer.weight	BF16	128	vae.decoder	weight
vae	decoder.block_out.resnets.2.conv1.conv.bias	BF16	128	identity_bytes	component.vae.decoder.block_out.resnets.2.conv1.conv.bias	BF16	128	vae.decoder	weight
vae	decoder.block_out.resnets.2.conv1.conv.weight	BF16	128,128,3,3,3	identity_bytes	component.vae.decoder.block_out.resnets.2.conv1.conv.weight	BF16	128,128,3,3,3	vae.decoder	weight
vae	decoder.block_out.resnets.2.conv2.conv.bias	BF16	128	identity_bytes	component.vae.decoder.block_out.resnets.2.conv2.conv.bias	BF16	128	vae.decoder	weight
vae	decoder.block_out.resnets.2.conv2.conv.weight	BF16	128,128,3,3,3	identity_bytes	component.vae.decoder.block_out.resnets.2.conv2.conv.weight	BF16	128,128,3,3,3	vae.decoder	weight
vae	decoder.block_out.resnets.2.norm1.norm_layer.bias	BF16	128	identity_bytes	component.vae.decoder.block_out.resnets.2.norm1.norm_layer.bias	BF16	128	vae.decoder	weight
vae	decoder.block_out.resnets.2.norm1.norm_layer.weight	BF16	128	identity_bytes	component.vae.decoder.block_out.resnets.2.norm1.norm_layer.weight	BF16	128	vae.decoder	weight
vae	decoder.block_out.resnets.2.norm2.norm_layer.bias	BF16	128	identity_bytes	component.vae.decoder.block_out.resnets.2.norm2.norm_layer.bias	BF16	128	vae.decoder	weight
vae	decoder.block_out.resnets.2.norm2.norm_layer.weight	BF16	128	identity_bytes	component.vae.decoder.block_out.resnets.2.norm2.norm_layer.weight	BF16	128	vae.decoder	weight
vae	decoder.conv_in.bias	BF16	768	identity_bytes	component.vae.decoder.conv_in.bias	BF16	768	vae.decoder	weight
vae	decoder.conv_in.weight	BF16	768,12,1,1,1	identity_bytes	component.vae.decoder.conv_in.weight	BF16	768,12,1,1,1	vae.decoder	weight
vae	decoder.proj_out.bias	BF16	3	identity_bytes	component.vae.decoder.proj_out.bias	BF16	3	vae.decoder	weight
vae	decoder.proj_out.weight	BF16	3,128	identity_bytes	component.vae.decoder.proj_out.weight	BF16	3,128	vae.decoder	weight
vae	decoder.up_blocks.0.proj.bias	BF16	6144	identity_bytes	component.vae.decoder.up_blocks.0.proj.bias	BF16	6144	vae.decoder	weight
vae	decoder.up_blocks.0.proj.weight	BF16	6144,768	identity_bytes	component.vae.decoder.up_blocks.0.proj.weight	BF16	6144,768	vae.decoder	weight
vae	decoder.up_blocks.0.resnets.0.conv1.conv.bias	BF16	768	identity_bytes	component.vae.decoder.up_blocks.0.resnets.0.conv1.conv.bias	BF16	768	vae.decoder	weight
vae	decoder.up_blocks.0.resnets.0.conv1.conv.weight	BF16	768,768,3,3,3	identity_bytes	component.vae.decoder.up_blocks.0.resnets.0.conv1.conv.weight	BF16	768,768,3,3,3	vae.decoder	weight
vae	decoder.up_blocks.0.resnets.0.conv2.conv.bias	BF16	768	identity_bytes	component.vae.decoder.up_blocks.0.resnets.0.conv2.conv.bias	BF16	768	vae.decoder	weight
vae	decoder.up_blocks.0.resnets.0.conv2.conv.weight	BF16	768,768,3,3,3	identity_bytes	component.vae.decoder.up_blocks.0.resnets.0.conv2.conv.weight	BF16	768,768,3,3,3	vae.decoder	weight
vae	decoder.up_blocks.0.resnets.0.norm1.norm_layer.bias	BF16	768	identity_bytes	component.vae.decoder.up_blocks.0.resnets.0.norm1.norm_layer.bias	BF16	768	vae.decoder	weight
vae	decoder.up_blocks.0.resnets.0.norm1.norm_layer.weight	BF16	768	identity_bytes	component.vae.decoder.up_blocks.0.resnets.0.norm1.norm_layer.weight	BF16	768	vae.decoder	weight
vae	decoder.up_blocks.0.resnets.0.norm2.norm_layer.bias	BF16	768	identity_bytes	component.vae.decoder.up_blocks.0.resnets.0.norm2.norm_layer.bias	BF16	768	vae.decoder	weight
vae	decoder.up_blocks.0.resnets.0.norm2.norm_layer.weight	BF16	768	identity_bytes	component.vae.decoder.up_blocks.0.resnets.0.norm2.norm_layer.weight	BF16	768	vae.decoder	weight
vae	decoder.up_blocks.0.resnets.1.conv1.conv.bias	BF16	768	identity_bytes	component.vae.decoder.up_blocks.0.resnets.1.conv1.conv.bias	BF16	768	vae.decoder	weight
vae	decoder.up_blocks.0.resnets.1.conv1.conv.weight	BF16	768,768,3,3,3	identity_bytes	component.vae.decoder.up_blocks.0.resnets.1.conv1.conv.weight	BF16	768,768,3,3,3	vae.decoder	weight
vae	decoder.up_blocks.0.resnets.1.conv2.conv.bias	BF16	768	identity_bytes	component.vae.decoder.up_blocks.0.resnets.1.conv2.conv.bias	BF16	768	vae.decoder	weight
vae	decoder.up_blocks.0.resnets.1.conv2.conv.weight	BF16	768,768,3,3,3	identity_bytes	component.vae.decoder.up_blocks.0.resnets.1.conv2.conv.weight	BF16	768,768,3,3,3	vae.decoder	weight
vae	decoder.up_blocks.0.resnets.1.norm1.norm_layer.bias	BF16	768	identity_bytes	component.vae.decoder.up_blocks.0.resnets.1.norm1.norm_layer.bias	BF16	768	vae.decoder	weight
vae	decoder.up_blocks.0.resnets.1.norm1.norm_layer.weight	BF16	768	identity_bytes	component.vae.decoder.up_blocks.0.resnets.1.norm1.norm_layer.weight	BF16	768	vae.decoder	weight
vae	decoder.up_blocks.0.resnets.1.norm2.norm_layer.bias	BF16	768	identity_bytes	component.vae.decoder.up_blocks.0.resnets.1.norm2.norm_layer.bias	BF16	768	vae.decoder	weight
vae	decoder.up_blocks.0.resnets.1.norm2.norm_layer.weight	BF16	768	identity_bytes	component.vae.decoder.up_blocks.0.resnets.1.norm2.norm_layer.weight	BF16	768	vae.decoder	weight
vae	decoder.up_blocks.0.resnets.2.conv1.conv.bias	BF16	768	identity_bytes	component.vae.decoder.up_blocks.0.resnets.2.conv1.conv.bias	BF16	768	vae.decoder	weight
vae	decoder.up_blocks.0.resnets.2.conv1.conv.weight	BF16	768,768,3,3,3	identity_bytes	component.vae.decoder.up_blocks.0.resnets.2.conv1.conv.weight	BF16	768,768,3,3,3	vae.decoder	weight
vae	decoder.up_blocks.0.resnets.2.conv2.conv.bias	BF16	768	identity_bytes	component.vae.decoder.up_blocks.0.resnets.2.conv2.conv.bias	BF16	768	vae.decoder	weight
vae	decoder.up_blocks.0.resnets.2.conv2.conv.weight	BF16	768,768,3,3,3	identity_bytes	component.vae.decoder.up_blocks.0.resnets.2.conv2.conv.weight	BF16	768,768,3,3,3	vae.decoder	weight
vae	decoder.up_blocks.0.resnets.2.norm1.norm_layer.bias	BF16	768	identity_bytes	component.vae.decoder.up_blocks.0.resnets.2.norm1.norm_layer.bias	BF16	768	vae.decoder	weight
vae	decoder.up_blocks.0.resnets.2.norm1.norm_layer.weight	BF16	768	identity_bytes	component.vae.decoder.up_blocks.0.resnets.2.norm1.norm_layer.weight	BF16	768	vae.decoder	weight
vae	decoder.up_blocks.0.resnets.2.norm2.norm_layer.bias	BF16	768	identity_bytes	component.vae.decoder.up_blocks.0.resnets.2.norm2.norm_layer.bias	BF16	768	vae.decoder	weight
vae	decoder.up_blocks.0.resnets.2.norm2.norm_layer.weight	BF16	768	identity_bytes	component.vae.decoder.up_blocks.0.resnets.2.norm2.norm_layer.weight	BF16	768	vae.decoder	weight
vae	decoder.up_blocks.0.resnets.3.conv1.conv.bias	BF16	768	identity_bytes	component.vae.decoder.up_blocks.0.resnets.3.conv1.conv.bias	BF16	768	vae.decoder	weight
vae	decoder.up_blocks.0.resnets.3.conv1.conv.weight	BF16	768,768,3,3,3	identity_bytes	component.vae.decoder.up_blocks.0.resnets.3.conv1.conv.weight	BF16	768,768,3,3,3	vae.decoder	weight
vae	decoder.up_blocks.0.resnets.3.conv2.conv.bias	BF16	768	identity_bytes	component.vae.decoder.up_blocks.0.resnets.3.conv2.conv.bias	BF16	768	vae.decoder	weight
vae	decoder.up_blocks.0.resnets.3.conv2.conv.weight	BF16	768,768,3,3,3	identity_bytes	component.vae.decoder.up_blocks.0.resnets.3.conv2.conv.weight	BF16	768,768,3,3,3	vae.decoder	weight
vae	decoder.up_blocks.0.resnets.3.norm1.norm_layer.bias	BF16	768	identity_bytes	component.vae.decoder.up_blocks.0.resnets.3.norm1.norm_layer.bias	BF16	768	vae.decoder	weight
vae	decoder.up_blocks.0.resnets.3.norm1.norm_layer.weight	BF16	768	identity_bytes	component.vae.decoder.up_blocks.0.resnets.3.norm1.norm_layer.weight	BF16	768	vae.decoder	weight
vae	decoder.up_blocks.0.resnets.3.norm2.norm_layer.bias	BF16	768	identity_bytes	component.vae.decoder.up_blocks.0.resnets.3.norm2.norm_layer.bias	BF16	768	vae.decoder	weight
vae	decoder.up_blocks.0.resnets.3.norm2.norm_layer.weight	BF16	768	identity_bytes	component.vae.decoder.up_blocks.0.resnets.3.norm2.norm_layer.weight	BF16	768	vae.decoder	weight
vae	decoder.up_blocks.0.resnets.4.conv1.conv.bias	BF16	768	identity_bytes	component.vae.decoder.up_blocks.0.resnets.4.conv1.conv.bias	BF16	768	vae.decoder	weight
vae	decoder.up_blocks.0.resnets.4.conv1.conv.weight	BF16	768,768,3,3,3	identity_bytes	component.vae.decoder.up_blocks.0.resnets.4.conv1.conv.weight	BF16	768,768,3,3,3	vae.decoder	weight
vae	decoder.up_blocks.0.resnets.4.conv2.conv.bias	BF16	768	identity_bytes	component.vae.decoder.up_blocks.0.resnets.4.conv2.conv.bias	BF16	768	vae.decoder	weight
vae	decoder.up_blocks.0.resnets.4.conv2.conv.weight	BF16	768,768,3,3,3	identity_bytes	component.vae.decoder.up_blocks.0.resnets.4.conv2.conv.weight	BF16	768,768,3,3,3	vae.decoder	weight
vae	decoder.up_blocks.0.resnets.4.norm1.norm_layer.bias	BF16	768	identity_bytes	component.vae.decoder.up_blocks.0.resnets.4.norm1.norm_layer.bias	BF16	768	vae.decoder	weight
vae	decoder.up_blocks.0.resnets.4.norm1.norm_layer.weight	BF16	768	identity_bytes	component.vae.decoder.up_blocks.0.resnets.4.norm1.norm_layer.weight	BF16	768	vae.decoder	weight
vae	decoder.up_blocks.0.resnets.4.norm2.norm_layer.bias	BF16	768	identity_bytes	component.vae.decoder.up_blocks.0.resnets.4.norm2.norm_layer.bias	BF16	768	vae.decoder	weight
vae	decoder.up_blocks.0.resnets.4.norm2.norm_layer.weight	BF16	768	identity_bytes	component.vae.decoder.up_blocks.0.resnets.4.norm2.norm_layer.weight	BF16	768	vae.decoder	weight
vae	decoder.up_blocks.0.resnets.5.conv1.conv.bias	BF16	768	identity_bytes	component.vae.decoder.up_blocks.0.resnets.5.conv1.conv.bias	BF16	768	vae.decoder	weight
vae	decoder.up_blocks.0.resnets.5.conv1.conv.weight	BF16	768,768,3,3,3	identity_bytes	component.vae.decoder.up_blocks.0.resnets.5.conv1.conv.weight	BF16	768,768,3,3,3	vae.decoder	weight
vae	decoder.up_blocks.0.resnets.5.conv2.conv.bias	BF16	768	identity_bytes	component.vae.decoder.up_blocks.0.resnets.5.conv2.conv.bias	BF16	768	vae.decoder	weight
vae	decoder.up_blocks.0.resnets.5.conv2.conv.weight	BF16	768,768,3,3,3	identity_bytes	component.vae.decoder.up_blocks.0.resnets.5.conv2.conv.weight	BF16	768,768,3,3,3	vae.decoder	weight
vae	decoder.up_blocks.0.resnets.5.norm1.norm_layer.bias	BF16	768	identity_bytes	component.vae.decoder.up_blocks.0.resnets.5.norm1.norm_layer.bias	BF16	768	vae.decoder	weight
vae	decoder.up_blocks.0.resnets.5.norm1.norm_layer.weight	BF16	768	identity_bytes	component.vae.decoder.up_blocks.0.resnets.5.norm1.norm_layer.weight	BF16	768	vae.decoder	weight
vae	decoder.up_blocks.0.resnets.5.norm2.norm_layer.bias	BF16	768	identity_bytes	component.vae.decoder.up_blocks.0.resnets.5.norm2.norm_layer.bias	BF16	768	vae.decoder	weight
vae	decoder.up_blocks.0.resnets.5.norm2.norm_layer.weight	BF16	768	identity_bytes	component.vae.decoder.up_blocks.0.resnets.5.norm2.norm_layer.weight	BF16	768	vae.decoder	weight
vae	decoder.up_blocks.1.proj.bias	BF16	2048	identity_bytes	component.vae.decoder.up_blocks.1.proj.bias	BF16	2048	vae.decoder	weight
vae	decoder.up_blocks.1.proj.weight	BF16	2048,512	identity_bytes	component.vae.decoder.up_blocks.1.proj.weight	BF16	2048,512	vae.decoder	weight
vae	decoder.up_blocks.1.resnets.0.conv1.conv.bias	BF16	512	identity_bytes	component.vae.decoder.up_blocks.1.resnets.0.conv1.conv.bias	BF16	512	vae.decoder	weight
vae	decoder.up_blocks.1.resnets.0.conv1.conv.weight	BF16	512,512,3,3,3	identity_bytes	component.vae.decoder.up_blocks.1.resnets.0.conv1.conv.weight	BF16	512,512,3,3,3	vae.decoder	weight
vae	decoder.up_blocks.1.resnets.0.conv2.conv.bias	BF16	512	identity_bytes	component.vae.decoder.up_blocks.1.resnets.0.conv2.conv.bias	BF16	512	vae.decoder	weight
vae	decoder.up_blocks.1.resnets.0.conv2.conv.weight	BF16	512,512,3,3,3	identity_bytes	component.vae.decoder.up_blocks.1.resnets.0.conv2.conv.weight	BF16	512,512,3,3,3	vae.decoder	weight
vae	decoder.up_blocks.1.resnets.0.norm1.norm_layer.bias	BF16	512	identity_bytes	component.vae.decoder.up_blocks.1.resnets.0.norm1.norm_layer.bias	BF16	512	vae.decoder	weight
vae	decoder.up_blocks.1.resnets.0.norm1.norm_layer.weight	BF16	512	identity_bytes	component.vae.decoder.up_blocks.1.resnets.0.norm1.norm_layer.weight	BF16	512	vae.decoder	weight
vae	decoder.up_blocks.1.resnets.0.norm2.norm_layer.bias	BF16	512	identity_bytes	component.vae.decoder.up_blocks.1.resnets.0.norm2.norm_layer.bias	BF16	512	vae.decoder	weight
vae	decoder.up_blocks.1.resnets.0.norm2.norm_layer.weight	BF16	512	identity_bytes	component.vae.decoder.up_blocks.1.resnets.0.norm2.norm_layer.weight	BF16	512	vae.decoder	weight
vae	decoder.up_blocks.1.resnets.1.conv1.conv.bias	BF16	512	identity_bytes	component.vae.decoder.up_blocks.1.resnets.1.conv1.conv.bias	BF16	512	vae.decoder	weight
vae	decoder.up_blocks.1.resnets.1.conv1.conv.weight	BF16	512,512,3,3,3	identity_bytes	component.vae.decoder.up_blocks.1.resnets.1.conv1.conv.weight	BF16	512,512,3,3,3	vae.decoder	weight
vae	decoder.up_blocks.1.resnets.1.conv2.conv.bias	BF16	512	identity_bytes	component.vae.decoder.up_blocks.1.resnets.1.conv2.conv.bias	BF16	512	vae.decoder	weight
vae	decoder.up_blocks.1.resnets.1.conv2.conv.weight	BF16	512,512,3,3,3	identity_bytes	component.vae.decoder.up_blocks.1.resnets.1.conv2.conv.weight	BF16	512,512,3,3,3	vae.decoder	weight
vae	decoder.up_blocks.1.resnets.1.norm1.norm_layer.bias	BF16	512	identity_bytes	component.vae.decoder.up_blocks.1.resnets.1.norm1.norm_layer.bias	BF16	512	vae.decoder	weight
vae	decoder.up_blocks.1.resnets.1.norm1.norm_layer.weight	BF16	512	identity_bytes	component.vae.decoder.up_blocks.1.resnets.1.norm1.norm_layer.weight	BF16	512	vae.decoder	weight
vae	decoder.up_blocks.1.resnets.1.norm2.norm_layer.bias	BF16	512	identity_bytes	component.vae.decoder.up_blocks.1.resnets.1.norm2.norm_layer.bias	BF16	512	vae.decoder	weight
vae	decoder.up_blocks.1.resnets.1.norm2.norm_layer.weight	BF16	512	identity_bytes	component.vae.decoder.up_blocks.1.resnets.1.norm2.norm_layer.weight	BF16	512	vae.decoder	weight
vae	decoder.up_blocks.1.resnets.2.conv1.conv.bias	BF16	512	identity_bytes	component.vae.decoder.up_blocks.1.resnets.2.conv1.conv.bias	BF16	512	vae.decoder	weight
vae	decoder.up_blocks.1.resnets.2.conv1.conv.weight	BF16	512,512,3,3,3	identity_bytes	component.vae.decoder.up_blocks.1.resnets.2.conv1.conv.weight	BF16	512,512,3,3,3	vae.decoder	weight
vae	decoder.up_blocks.1.resnets.2.conv2.conv.bias	BF16	512	identity_bytes	component.vae.decoder.up_blocks.1.resnets.2.conv2.conv.bias	BF16	512	vae.decoder	weight
vae	decoder.up_blocks.1.resnets.2.conv2.conv.weight	BF16	512,512,3,3,3	identity_bytes	component.vae.decoder.up_blocks.1.resnets.2.conv2.conv.weight	BF16	512,512,3,3,3	vae.decoder	weight
vae	decoder.up_blocks.1.resnets.2.norm1.norm_layer.bias	BF16	512	identity_bytes	component.vae.decoder.up_blocks.1.resnets.2.norm1.norm_layer.bias	BF16	512	vae.decoder	weight
vae	decoder.up_blocks.1.resnets.2.norm1.norm_layer.weight	BF16	512	identity_bytes	component.vae.decoder.up_blocks.1.resnets.2.norm1.norm_layer.weight	BF16	512	vae.decoder	weight
vae	decoder.up_blocks.1.resnets.2.norm2.norm_layer.bias	BF16	512	identity_bytes	component.vae.decoder.up_blocks.1.resnets.2.norm2.norm_layer.bias	BF16	512	vae.decoder	weight
vae	decoder.up_blocks.1.resnets.2.norm2.norm_layer.weight	BF16	512	identity_bytes	component.vae.decoder.up_blocks.1.resnets.2.norm2.norm_layer.weight	BF16	512	vae.decoder	weight
vae	decoder.up_blocks.1.resnets.3.conv1.conv.bias	BF16	512	identity_bytes	component.vae.decoder.up_blocks.1.resnets.3.conv1.conv.bias	BF16	512	vae.decoder	weight
vae	decoder.up_blocks.1.resnets.3.conv1.conv.weight	BF16	512,512,3,3,3	identity_bytes	component.vae.decoder.up_blocks.1.resnets.3.conv1.conv.weight	BF16	512,512,3,3,3	vae.decoder	weight
vae	decoder.up_blocks.1.resnets.3.conv2.conv.bias	BF16	512	identity_bytes	component.vae.decoder.up_blocks.1.resnets.3.conv2.conv.bias	BF16	512	vae.decoder	weight
vae	decoder.up_blocks.1.resnets.3.conv2.conv.weight	BF16	512,512,3,3,3	identity_bytes	component.vae.decoder.up_blocks.1.resnets.3.conv2.conv.weight	BF16	512,512,3,3,3	vae.decoder	weight
vae	decoder.up_blocks.1.resnets.3.norm1.norm_layer.bias	BF16	512	identity_bytes	component.vae.decoder.up_blocks.1.resnets.3.norm1.norm_layer.bias	BF16	512	vae.decoder	weight
vae	decoder.up_blocks.1.resnets.3.norm1.norm_layer.weight	BF16	512	identity_bytes	component.vae.decoder.up_blocks.1.resnets.3.norm1.norm_layer.weight	BF16	512	vae.decoder	weight
vae	decoder.up_blocks.1.resnets.3.norm2.norm_layer.bias	BF16	512	identity_bytes	component.vae.decoder.up_blocks.1.resnets.3.norm2.norm_layer.bias	BF16	512	vae.decoder	weight
vae	decoder.up_blocks.1.resnets.3.norm2.norm_layer.weight	BF16	512	identity_bytes	component.vae.decoder.up_blocks.1.resnets.3.norm2.norm_layer.weight	BF16	512	vae.decoder	weight
vae	decoder.up_blocks.2.proj.bias	BF16	512	identity_bytes	component.vae.decoder.up_blocks.2.proj.bias	BF16	512	vae.decoder	weight
vae	decoder.up_blocks.2.proj.weight	BF16	512,256	identity_bytes	component.vae.decoder.up_blocks.2.proj.weight	BF16	512,256	vae.decoder	weight
vae	decoder.up_blocks.2.resnets.0.conv1.conv.bias	BF16	256	identity_bytes	component.vae.decoder.up_blocks.2.resnets.0.conv1.conv.bias	BF16	256	vae.decoder	weight
vae	decoder.up_blocks.2.resnets.0.conv1.conv.weight	BF16	256,256,3,3,3	identity_bytes	component.vae.decoder.up_blocks.2.resnets.0.conv1.conv.weight	BF16	256,256,3,3,3	vae.decoder	weight
vae	decoder.up_blocks.2.resnets.0.conv2.conv.bias	BF16	256	identity_bytes	component.vae.decoder.up_blocks.2.resnets.0.conv2.conv.bias	BF16	256	vae.decoder	weight
vae	decoder.up_blocks.2.resnets.0.conv2.conv.weight	BF16	256,256,3,3,3	identity_bytes	component.vae.decoder.up_blocks.2.resnets.0.conv2.conv.weight	BF16	256,256,3,3,3	vae.decoder	weight
vae	decoder.up_blocks.2.resnets.0.norm1.norm_layer.bias	BF16	256	identity_bytes	component.vae.decoder.up_blocks.2.resnets.0.norm1.norm_layer.bias	BF16	256	vae.decoder	weight
vae	decoder.up_blocks.2.resnets.0.norm1.norm_layer.weight	BF16	256	identity_bytes	component.vae.decoder.up_blocks.2.resnets.0.norm1.norm_layer.weight	BF16	256	vae.decoder	weight
vae	decoder.up_blocks.2.resnets.0.norm2.norm_layer.bias	BF16	256	identity_bytes	component.vae.decoder.up_blocks.2.resnets.0.norm2.norm_layer.bias	BF16	256	vae.decoder	weight
vae	decoder.up_blocks.2.resnets.0.norm2.norm_layer.weight	BF16	256	identity_bytes	component.vae.decoder.up_blocks.2.resnets.0.norm2.norm_layer.weight	BF16	256	vae.decoder	weight
